timestamp,station,value
2025-05-22 00:47:02,SPO-EE0018A_00010_100,
2025-05-22 00:47:02,SPO-DK0045A_00010_100,
2025-05-22 02:27:02,GB_SamplingPoint_205,
2025-05-22 02:27:02,GB_SamplingPoint_112,
2025-05-22 02:27:02,SPO-LU0101A_00010_100,
2025-05-22 02:27:02,GB_SamplingPoint_107,
2025-05-22 02:27:02,SPO-DK0045A_00010_100,
2025-05-22 02:27:02,GB_SamplingPoint_61573,
2025-05-22 02:27:02,SPO-EE0018A_00010_100,
2025-05-22 02:27:02,GB_SamplingPoint_127,
2025-05-22 02:32:02,SPO-LU0101A_00010_100,
2025-05-22 02:32:02,GB_SamplingPoint_107,
2025-05-22 04:07:02,GB_SamplingPoint_112,
2025-05-22 04:07:02,GB_SamplingPoint_61573,
2025-05-22 10:32:02,SPO-GR0031A_00010_131,
2025-05-22 13:54:09,SPO-PT03083_00010_100,0.030382417142391205
2025-05-22 13:54:09,SP_28079035_6_48,0.029954593628644943
2025-05-22 13:54:09,SP_08019054_6_48,0.030394311994314194
2025-05-22 13:54:09,SP_28092005_6_48,0.028764095157384872
2025-05-22 13:54:09,SPO-PT03071_00010_100,0.03065318986773491
2025-05-22 13:54:09,SP_30016020_6_48,0.03096867725253105
2025-05-22 13:54:09,SP_15030027_6_48,0.029738200828433037
2025-05-22 13:54:09,SPO-PT03082_00010_100,
2025-05-22 13:59:09,GB_SamplingPoint_112,0.031414713710546494
2025-05-22 13:59:09,GB_SamplingPoint_61573,0.03171713650226593
2025-05-22 13:59:09,GB_SamplingPoint_107,0.029739735648036003
2025-05-23 00:29:09,SPO-EE0018A_00010_100,
2025-05-23 02:09:09,GB_SamplingPoint_61573,
2025-05-23 02:09:09,SPO-LU0101A_00010_100,
2025-05-23 02:09:09,GB_SamplingPoint_112,
2025-05-23 02:09:09,SPO-DK0045A_00010_100,
2025-05-23 02:09:09,SPO-EE0018A_00010_100,
2025-05-23 02:09:09,GB_SamplingPoint_127,
2025-05-23 02:09:09,GB_SamplingPoint_107,
2025-05-23 02:09:09,GB_SamplingPoint_205,
2025-05-23 03:49:09,GB_SamplingPoint_127,
2025-05-23 03:49:09,GB_SamplingPoint_61573,
2025-05-23 03:49:09,GB_SamplingPoint_112,
2025-05-23 03:49:09,GB_SamplingPoint_107,
2025-05-23 10:19:09,SPO-EE0018A_00010_100,0.03434643894433975
2025-05-23 11:54:09,SP_08019057_6_48,0.03130285069346428
2025-05-23 11:54:09,SP_08019054_6_48,0.03130285069346428
2025-05-23 11:54:09,SP_08169009_6_48,0.03412003815174103
2025-05-23 11:54:09,SPO-GR0022A_00010_101,0.029648974537849426
2025-05-23 11:54:09,SPO-FR03043_10,0.03418785706162453
2025-05-23 11:54:09,SPO-GR0031A_00010_131,0.031990934163331985
2025-05-23 11:59:09,GB_SamplingPoint_205,0.03040175698697567
2025-05-23 11:59:09,SP_08019054_6_48,0.031302887946367264
2025-05-23 11:59:09,SPO-FR03043_10,0.03418785333633423
2025-05-23 11:59:09,GB_SamplingPoint_127,0.03216248005628586
2025-05-23 11:59:09,GB_SamplingPoint_61573,0.0334431454539299
2025-05-23 11:59:09,SP_08019057_6_48,0.031302887946367264
2025-05-23 11:59:09,SPO-DK0045A_00010_100,
2025-05-23 11:59:09,GB_SamplingPoint_112,
2025-05-23 11:59:09,SPO-CH0005A_00010_502,0.03244346007704735
2025-05-23 11:59:09,SPO-CH0010A_00010_500,0.030233465135097504
2025-05-23 11:59:09,SP_08169009_6_48,0.03412003442645073
2025-05-23 11:59:09,SPO-LU0101A_00010_100,
2025-05-23 11:59:09,SPO-FR04055_10,0.030884338542819023
2025-05-23 11:59:09,SPO-EE0018A_00010_100,
2025-05-23 13:34:09,SP_08089005_6_48,0.0322272889316082
2025-05-23 13:34:09,SP_08019054_6_48,0.0303775817155838
2025-05-23 13:34:09,SP_28079035_6_48,0.02902078442275524
2025-05-23 13:34:09,SP_08169009_6_48,0.0322272889316082
2025-05-23 13:34:09,SP_28092005_6_48,0.027784235775470734
2025-05-23 13:34:09,SP_08301004_6_48,0.0322272889316082
2025-05-23 13:34:09,SP_30016020_6_48,
2025-05-23 13:34:09,SPO-PT03083_00010_100,
2025-05-23 13:34:09,SPO-PT03082_00010_100,
2025-05-23 13:34:09,SPO-PT03071_00010_100,0.02550954930484295
2025-05-23 13:34:09,SP_08019057_6_48,0.03342057392001152
2025-05-23 13:39:09,GB_SamplingPoint_112,
2025-05-23 13:39:09,GB_SamplingPoint_205,0.03494682163000107
2025-05-23 13:39:09,SP_08301004_6_48,0.03342057392001152
2025-05-23 13:39:09,SP_08169009_6_48,0.03342057392001152
2025-05-23 13:39:09,GB_SamplingPoint_107,0.03219662979245186
2025-05-23 13:39:09,GB_SamplingPoint_127,0.03176438435912132
2025-05-23 13:39:09,SP_08019057_6_48,0.03342057392001152
2025-05-23 13:39:09,GB_SamplingPoint_61573,
2025-05-23 13:39:09,SP_08019054_6_48,0.0303775817155838
2025-05-23 13:39:09,SP_15030027_6_48,0.029928570613265038
2025-05-23 13:39:09,SPO-FR03043_10,0.029982594773173332
2025-05-23 13:39:09,SPO-FR04055_10,0.0290258526802063
2025-05-24 00:09:09,SPO-EE0018A_00010_100,
2025-05-24 01:49:09,SPO-EE0018A_00010_100,
2025-05-24 01:49:09,SPO-DK0045A_00010_100,
2025-05-24 01:49:09,GB_SamplingPoint_112,
2025-05-24 01:49:09,GB_SamplingPoint_61573,
2025-05-24 01:49:09,GB_SamplingPoint_127,
2025-05-24 01:54:09,GB_SamplingPoint_205,
2025-05-24 03:29:09,GB_SamplingPoint_127,
2025-05-24 03:29:09,GB_SamplingPoint_61573,
2025-05-24 03:29:09,GB_SamplingPoint_112,
2025-05-24 03:34:09,GB_SamplingPoint_112,
2025-05-24 03:34:09,GB_SamplingPoint_205,
2025-05-24 03:34:09,GB_SamplingPoint_107,
2025-05-24 09:59:09,SPO-EE0018A_00010_100,
2025-05-24 11:34:09,SPO-GR0031A_00010_131,0.026424812152981758
2025-05-24 11:34:09,SPO-GR0022A_00010_101,0.02401752769947052
2025-05-24 11:39:09,SPO-FR04055_10,
2025-05-24 11:39:09,SPO-EE0018A_00010_100,
2025-05-24 11:39:09,SPO-DK0045A_00010_100,
2025-05-24 11:39:09,SPO-CH0005A_00010_502,0.030868737027049065
2025-05-24 11:39:09,GB_SamplingPoint_205,
2025-05-24 11:39:09,SPO-CH0010A_00010_500,0.030868737027049065
2025-05-24 11:39:09,SPO-FR03043_10,0.03339734673500061
2025-05-24 11:39:09,SPO-LU0101A_00010_100,0.032857831567525864
2025-05-24 11:44:09,GB_SamplingPoint_61573,0.03477630019187927
2025-05-24 13:14:09,SP_30016020_6_48,0.02783351019024849
2025-05-24 13:19:09,GB_SamplingPoint_107,
2025-05-24 13:19:09,SP_08169009_6_48,0.03270198777318001
2025-05-24 13:19:09,SP_28092005_6_48,0.024861378595232964
2025-05-24 13:19:09,SP_15030027_6_48,0.02676192671060562
2025-05-24 13:19:09,SP_08301004_6_48,0.03315887227654457
2025-05-24 13:19:09,SP_30016020_6_48,0.02783351019024849
2025-05-24 13:19:09,SPO-PT03082_00010_100,0.03713325783610344
2025-05-24 13:19:09,SPO-PT03083_00010_100,0.03426090255379677
2025-05-24 13:19:09,SPO-FR04055_10,
2025-05-24 13:19:09,SPO-PT03071_00010_100,0.030180685222148895
2025-05-24 13:19:09,SP_08089005_6_48,0.03158313035964966
2025-05-24 13:19:09,SP_28079035_6_48,0.030694786459207535
2025-05-24 13:19:09,SPO-FR03043_10,0.033988747745752335
2025-05-24 13:19:09,SPO-CH0005A_00010_502,0.029969248920679092
2025-05-24 13:19:09,SPO-LU0101A_00010_100,
2025-05-24 13:19:09,GB_SamplingPoint_61573,
2025-05-24 13:19:09,GB_SamplingPoint_112,
2025-05-24 13:19:09,SP_08019057_6_48,0.035495955497026443
2025-05-24 13:19:09,GB_SamplingPoint_205,0.035219963639974594
2025-05-24 13:19:09,SP_08019054_6_48,0.032627519220113754
2025-05-24 13:19:09,SPO-CH0010A_00010_500,0.029969248920679092
2025-05-24 13:19:09,GB_SamplingPoint_127,
2025-05-24 13:24:09,GB_SamplingPoint_61573,0.0341789610683918
2025-05-25 01:29:09,SPO-DK0045A_00010_100,
2025-05-25 01:29:09,SPO-EE0018A_00010_100,
2025-05-25 01:34:09,GB_SamplingPoint_61573,
2025-05-25 01:34:09,GB_SamplingPoint_127,
2025-05-25 03:14:09,GB_SamplingPoint_205,
2025-05-25 03:14:09,GB_SamplingPoint_127,
2025-05-25 03:14:09,GB_SamplingPoint_112,
2025-05-25 03:14:09,SPO-FR04055_10,
2025-05-25 03:14:09,GB_SamplingPoint_61573,
2025-05-25 03:14:09,GB_SamplingPoint_107,
2025-05-25 09:44:09,SPO-EE0018A_00010_100,
2025-05-25 11:14:09,SPO-GR0031A_00010_131,
2025-05-25 11:14:09,SPO-GR0022A_00010_101,
2025-05-25 11:19:09,SPO-GR0022A_00010_101,
2025-05-25 11:19:09,SPO-GR0031A_00010_131,
2025-05-25 11:19:09,SPO-LU0101A_00010_100,0.026470348238945007
2025-05-25 11:19:09,SPO-CH0005A_00010_502,0.029148295521736145
2025-05-25 11:24:09,SPO-EE0018A_00010_100,
2025-05-25 11:24:09,SPO-DK0045A_00010_100,
2025-05-25 12:59:09,SP_08169009_6_48,0.025650005787611008
2025-05-25 12:59:09,SPO-FR03043_10,0.029736805707216263
2025-05-25 12:59:09,SPO-LU0101A_00010_100,0.03160171955823898
2025-05-25 12:59:09,GB_SamplingPoint_205,0.03208840638399124
2025-05-25 12:59:09,SPO-CH0005A_00010_502,0.0292770154774189
2025-05-25 12:59:09,SP_08301004_6_48,0.030735133215785027
2025-05-25 12:59:09,SPO-CH0010A_00010_500,0.0292770154774189
2025-05-25 12:59:09,SP_30016020_6_48,0.02834915556013584
2025-05-25 12:59:09,SP_08019054_6_48,0.027251282706856728
2025-05-25 12:59:09,SP_08019057_6_48,0.027251282706856728
2025-05-25 12:59:09,GB_SamplingPoint_107,0.034374725073575974
2025-05-25 12:59:09,SP_28092005_6_48,0.027264093980193138
2025-05-25 12:59:09,SPO-PT03071_00010_100,0.027250314131379128
2025-05-25 12:59:09,SP_15030027_6_48,0.031394366174936295
2025-05-25 12:59:09,SP_28079035_6_48,0.025785919278860092
2025-05-25 12:59:09,SPO-PT03082_00010_100,0.03531793877482414
2025-05-25 12:59:09,SPO-FR04055_10,0.030163783580064774
2025-05-25 12:59:09,SPO-PT03083_00010_100,0.035459116101264954
2025-05-25 12:59:09,SP_08089005_6_48,0.030735133215785027
2025-05-25 13:04:09,SPO-DK0045A_00010_100,
2025-05-25 13:04:09,GB_SamplingPoint_127,0.029826674610376358
2025-05-25 13:04:09,GB_SamplingPoint_61573,0.034392304718494415
2025-05-25 13:04:09,GB_SamplingPoint_112,0.028679199516773224
2025-05-25 13:04:09,GB_SamplingPoint_107,0.034374725073575974
2025-05-25 13:04:09,GB_SamplingPoint_205,0.03208840638399124
2025-05-26 01:09:09,SPO-EE0018A_00010_100,
2025-05-26 01:14:09,SPO-DK0045A_00010_100,
2025-05-26 01:14:09,GB_SamplingPoint_127,
2025-05-26 02:54:09,GB_SamplingPoint_205,
2025-05-26 02:54:09,GB_SamplingPoint_112,
2025-05-26 02:54:09,GB_SamplingPoint_127,
2025-05-26 02:54:09,SPO-CH0005A_00010_502,
2025-05-26 02:54:09,GB_SamplingPoint_61573,
2025-05-26 02:54:09,SPO-LU0101A_00010_100,
2025-05-26 02:54:09,GB_SamplingPoint_107,
2025-05-26 02:54:09,SPO-CH0010A_00010_500,
