timestamp,station,value
2025-05-20 09:37:02,SPO-EE0018A_00010_100,
2025-05-20 11:12:02,SPO-GR0022A_00010_101,0.036744147539138794
2025-05-20 11:12:02,SPO-CH0005A_00010_502,
2025-05-20 11:12:02,SPO-GR0031A_00010_131,0.03183555230498314
2025-05-20 11:17:02,SPO-EE0018A_00010_100,0.032842740416526794
2025-05-20 11:17:02,SPO-DK0045A_00010_100,0.02802756242454052
2025-05-20 11:17:02,GB_SamplingPoint_61573,0.02903665229678154
2025-05-20 12:52:02,SP_15030027_6_48,0.029380928725004196
2025-05-20 12:52:02,SPO-FR03043_10,0.03210991621017456
2025-05-20 12:52:02,SP_28092005_6_48,0.02675425074994564
2025-05-20 12:52:02,SP_28079035_6_48,0.02907261811196804
2025-05-20 12:52:02,SP_08301004_6_48,0.028365671634674072
2025-05-20 12:52:02,SP_08019057_6_48,0.029900258406996727
2025-05-20 12:52:02,SP_08089005_6_48,0.028365671634674072
2025-05-20 12:52:02,SP_08019054_6_48,0.02840317413210869
2025-05-20 12:52:02,SPO-LU0101A_00010_100,0.03149060904979706
2025-05-20 12:52:02,SPO-CH0005A_00010_502,0.03192049637436867
2025-05-20 12:52:02,SPO-FR04055_10,0.03333709016442299
2025-05-20 12:52:02,SP_08169009_6_48,0.02482968382537365
2025-05-20 12:52:02,SP_30016020_6_48,0.032862599939107895
2025-05-20 12:52:02,SPO-CH0010A_00010_500,
2025-05-20 12:52:02,SPO-PT03071_00010_100,0.032387521117925644
2025-05-20 12:52:02,SPO-PT03082_00010_100,0.03390722721815109
2025-05-20 12:52:02,SPO-PT03083_00010_100,0.03669537976384163
2025-05-20 12:57:02,GB_SamplingPoint_107,0.026714298874139786
2025-05-20 12:57:02,GB_SamplingPoint_61573,0.03158549964427948
2025-05-20 12:57:02,GB_SamplingPoint_205,0.029629899188876152
2025-05-20 12:57:02,GB_SamplingPoint_112,0.03041415475308895
2025-05-20 12:57:02,SPO-LU0101A_00010_100,0.03149060904979706
2025-05-20 12:57:02,SPO-DK0045A_00010_100,0.029223619028925896
2025-05-20 12:57:02,GB_SamplingPoint_127,0.030018484219908714
2025-05-21 10:52:02,SPO-GR0022A_00010_101,0.034151047468185425
2025-05-21 10:52:02,SPO-GR0031A_00010_131,0.03171424940228462
2025-05-23 00:29:09,SPO-EE0018A_00010_100,
